文件名	全国图鉴编号	形态编号	性别编号	极巨化状态	霜奶仙编号	前后状态	异色状态	神奇宝贝百科编号
poke_icon_0385_000_uk_n_00000000_f_n^u.png	385	0	uk	n	00000000	f	n	385
poke_icon_0386_000_uk_n_00000000_f_n^u.png	386	0	uk	n	00000000	f	n	386
poke_icon_0386_001_uk_n_00000000_f_n^u.png	386	1	uk	n	00000000	f	n	386A
poke_icon_0386_002_uk_n_00000000_f_n^u.png	386	2	uk	n	00000000	f	n	386D
poke_icon_0386_003_uk_n_00000000_f_n^u.png	386	3	uk	n	00000000	f	n	386S
poke_icon_0387_000_mf_n_00000000_f_n^u.png	387	0	mf	n	00000000	f	n	387
poke_icon_0388_000_mf_n_00000000_f_n^u.png	388	0	mf	n	00000000	f	n	388
poke_icon_0389_000_mf_n_00000000_f_n^u.png	389	0	mf	n	00000000	f	n	389
poke_icon_0390_000_mf_n_00000000_f_n^u.png	390	0	mf	n	00000000	f	n	390
poke_icon_0391_000_mf_n_00000000_f_n^u.png	391	0	mf	n	00000000	f	n	391
poke_icon_0392_000_mf_n_00000000_f_n^u.png	392	0	mf	n	00000000	f	n	392
poke_icon_0393_000_mf_n_00000000_f_n^u.png	393	0	mf	n	00000000	f	n	393
poke_icon_0394_000_mf_n_00000000_f_n^u.png	394	0	mf	n	00000000	f	n	394
poke_icon_0395_000_mf_n_00000000_f_n^u.png	395	0	mf	n	00000000	f	n	395
poke_icon_0396_000_fd_n_00000000_f_n^u.png	396	0	fd	n	00000000	f	n	396F
poke_icon_0396_000_md_n_00000000_f_n^u.png	396	0	md	n	00000000	f	n	396
poke_icon_0397_000_fd_n_00000000_f_n^u.png	397	0	fd	n	00000000	f	n	397F
poke_icon_0397_000_md_n_00000000_f_n^u.png	397	0	md	n	00000000	f	n	397
poke_icon_0398_000_fd_n_00000000_f_n^u.png	398	0	fd	n	00000000	f	n	398F
poke_icon_0398_000_md_n_00000000_f_n^u.png	398	0	md	n	00000000	f	n	398
poke_icon_0399_000_fd_n_00000000_f_n^u.png	399	0	fd	n	00000000	f	n	399F
poke_icon_0399_000_md_n_00000000_f_n^u.png	399	0	md	n	00000000	f	n	399
poke_icon_0400_000_fd_n_00000000_f_n^u.png	400	0	fd	n	00000000	f	n	400F
poke_icon_0400_000_md_n_00000000_f_n^u.png	400	0	md	n	00000000	f	n	400
poke_icon_0401_000_fd_n_00000000_f_n^u.png	401	0	fd	n	00000000	f	n	401F
poke_icon_0401_000_md_n_00000000_f_n^u.png	401	0	md	n	00000000	f	n	401
poke_icon_0402_000_fd_n_00000000_f_n^u.png	402	0	fd	n	00000000	f	n	402F
poke_icon_0402_000_md_n_00000000_f_n^u.png	402	0	md	n	00000000	f	n	402
poke_icon_0403_000_fd_n_00000000_f_n^u.png	403	0	fd	n	00000000	f	n	403F
poke_icon_0403_000_md_n_00000000_f_n^u.png	403	0	md	n	00000000	f	n	403
poke_icon_0404_000_fd_n_00000000_f_n^u.png	404	0	fd	n	00000000	f	n	404F
poke_icon_0404_000_md_n_00000000_f_n^u.png	404	0	md	n	00000000	f	n	404
poke_icon_0405_000_fd_n_00000000_f_n^u.png	405	0	fd	n	00000000	f	n	405F
poke_icon_0405_000_md_n_00000000_f_n^u.png	405	0	md	n	00000000	f	n	405
poke_icon_0406_000_mf_n_00000000_f_n^u.png	406	0	mf	n	00000000	f	n	406
poke_icon_0407_000_fd_n_00000000_f_n^u.png	407	0	fd	n	00000000	f	n	407F
poke_icon_0407_000_md_n_00000000_f_n^u.png	407	0	md	n	00000000	f	n	407
poke_icon_0408_000_mf_n_00000000_f_n^u.png	408	0	mf	n	00000000	f	n	408
poke_icon_0409_000_mf_n_00000000_f_n^u.png	409	0	mf	n	00000000	f	n	409
poke_icon_0410_000_mf_n_00000000_f_n^u.png	410	0	mf	n	00000000	f	n	410
poke_icon_0411_000_mf_n_00000000_f_n^u.png	411	0	mf	n	00000000	f	n	411
poke_icon_0412_000_mf_n_00000000_f_n^u.png	412	0	mf	n	00000000	f	n	412
poke_icon_0412_001_mf_n_00000000_f_n^u.png	412	1	mf	n	00000000	f	n	412S
poke_icon_0412_002_mf_n_00000000_f_n^u.png	412	2	mf	n	00000000	f	n	412G
poke_icon_0413_000_fo_n_00000000_f_n^u.png	413	0	fo	n	00000000	f	n	413
poke_icon_0413_001_fo_n_00000000_f_n^u.png	413	1	fo	n	00000000	f	n	413S
poke_icon_0413_002_fo_n_00000000_f_n^u.png	413	2	fo	n	00000000	f	n	413G
poke_icon_0414_000_mo_n_00000000_f_n^u.png	414	0	mo	n	00000000	f	n	414
poke_icon_0415_000_fd_n_00000000_f_n^u.png	415	0	fd	n	00000000	f	n	415F
poke_icon_0415_000_md_n_00000000_f_n^u.png	415	0	md	n	00000000	f	n	415
poke_icon_0416_000_fo_n_00000000_f_n^u.png	416	0	fo	n	00000000	f	n	416
poke_icon_0417_000_fd_n_00000000_f_n^u.png	417	0	fd	n	00000000	f	n	417F
poke_icon_0417_000_md_n_00000000_f_n^u.png	417	0	md	n	00000000	f	n	417
poke_icon_0418_000_fd_n_00000000_f_n^u.png	418	0	fd	n	00000000	f	n	418F
poke_icon_0418_000_md_n_00000000_f_n^u.png	418	0	md	n	00000000	f	n	418
poke_icon_0419_000_fd_n_00000000_f_n^u.png	419	0	fd	n	00000000	f	n	419F
poke_icon_0419_000_md_n_00000000_f_n^u.png	419	0	md	n	00000000	f	n	419
poke_icon_0420_000_mf_n_00000000_f_n^u.png	420	0	mf	n	00000000	f	n	420
poke_icon_0421_000_mf_n_00000000_f_n^u.png	421	0	mf	n	00000000	f	n	421
poke_icon_0421_001_mf_n_00000000_f_n^u.png	421	1	mf	n	00000000	f	n	421S
poke_icon_0422_000_mf_n_00000000_f_n^u.png	422	0	mf	n	00000000	f	n	422
poke_icon_0422_001_mf_n_00000000_f_n^u.png	422	1	mf	n	00000000	f	n	422E
poke_icon_0423_000_mf_n_00000000_f_n^u.png	423	0	mf	n	00000000	f	n	423
poke_icon_0423_001_mf_n_00000000_f_n^u.png	423	1	mf	n	00000000	f	n	423E
poke_icon_0424_000_fd_n_00000000_f_n^u.png	424	0	fd	n	00000000	f	n	424F
poke_icon_0424_000_md_n_00000000_f_n^u.png	424	0	md	n	00000000	f	n	424
poke_icon_0425_000_mf_n_00000000_f_n^u.png	425	0	mf	n	00000000	f	n	425
poke_icon_0426_000_mf_n_00000000_f_n^u.png	426	0	mf	n	00000000	f	n	426
poke_icon_0427_000_mf_n_00000000_f_n^u.png	427	0	mf	n	00000000	f	n	427
poke_icon_0428_000_mf_n_00000000_f_n^u.png	428	0	mf	n	00000000	f	n	428
poke_icon_0428_001_mf_n_00000000_f_n^u.png	428	1	mf	n	00000000	f	n	428M
poke_icon_0429_000_mf_n_00000000_f_n^u.png	429	0	mf	n	00000000	f	n	429
poke_icon_0430_000_mf_n_00000000_f_n^u.png	430	0	mf	n	00000000	f	n	430
poke_icon_0431_000_mf_n_00000000_f_n^u.png	431	0	mf	n	00000000	f	n	431
poke_icon_0432_000_mf_n_00000000_f_n^u.png	432	0	mf	n	00000000	f	n	432
poke_icon_0433_000_mf_n_00000000_f_n^u.png	433	0	mf	n	00000000	f	n	433
poke_icon_0434_000_mf_n_00000000_f_n^u.png	434	0	mf	n	00000000	f	n	434
poke_icon_0435_000_mf_n_00000000_f_n^u.png	435	0	mf	n	00000000	f	n	435
poke_icon_0436_000_uk_n_00000000_f_n^u.png	436	0	uk	n	00000000	f	n	436
poke_icon_0437_000_uk_n_00000000_f_n^u.png	437	0	uk	n	00000000	f	n	437
poke_icon_0438_000_mf_n_00000000_f_n^u.png	438	0	mf	n	00000000	f	n	438
poke_icon_0439_000_mf_n_00000000_f_n^u.png	439	0	mf	n	00000000	f	n	439
poke_icon_0440_000_fo_n_00000000_f_n^u.png	440	0	fo	n	00000000	f	n	440
poke_icon_0441_000_mf_n_00000000_f_n^u.png	441	0	mf	n	00000000	f	n	441
poke_icon_0442_000_mf_n_00000000_f_n^u.png	442	0	mf	n	00000000	f	n	442
poke_icon_0443_000_fd_n_00000000_f_n^u.png	443	0	fd	n	00000000	f	n	443F
poke_icon_0443_000_md_n_00000000_f_n^u.png	443	0	md	n	00000000	f	n	443
poke_icon_0444_000_fd_n_00000000_f_n^u.png	444	0	fd	n	00000000	f	n	444F
poke_icon_0444_000_md_n_00000000_f_n^u.png	444	0	md	n	00000000	f	n	444
poke_icon_0445_000_fd_n_00000000_f_n^u.png	445	0	fd	n	00000000	f	n	445F
poke_icon_0445_000_md_n_00000000_f_n^u.png	445	0	md	n	00000000	f	n	445
poke_icon_0445_001_mf_n_00000000_f_n^u.png	445	1	mf	n	00000000	f	n	445M
poke_icon_0446_000_mf_n_00000000_f_n^u.png	446	0	mf	n	00000000	f	n	446
poke_icon_0447_000_mf_n_00000000_f_n^u.png	447	0	mf	n	00000000	f	n	447
poke_icon_0448_000_mf_n_00000000_f_n^u.png	448	0	mf	n	00000000	f	n	448
poke_icon_0448_001_mf_n_00000000_f_n^u.png	448	1	mf	n	00000000	f	n	448M
poke_icon_0449_000_fd_n_00000000_f_n^u.png	449	0	fd	n	00000000	f	n	449F
poke_icon_0449_000_md_n_00000000_f_n^u.png	449	0	md	n	00000000	f	n	449
poke_icon_0450_000_fd_n_00000000_f_n^u.png	450	0	fd	n	00000000	f	n	450F
poke_icon_0450_000_md_n_00000000_f_n^u.png	450	0	md	n	00000000	f	n	450
poke_icon_0451_000_mf_n_00000000_f_n^u.png	451	0	mf	n	00000000	f	n	451
poke_icon_0452_000_mf_n_00000000_f_n^u.png	452	0	mf	n	00000000	f	n	452
poke_icon_0453_000_fd_n_00000000_f_n^u.png	453	0	fd	n	00000000	f	n	453F
poke_icon_0453_000_md_n_00000000_f_n^u.png	453	0	md	n	00000000	f	n	453
poke_icon_0454_000_fd_n_00000000_f_n^u.png	454	0	fd	n	00000000	f	n	454F
poke_icon_0454_000_md_n_00000000_f_n^u.png	454	0	md	n	00000000	f	n	454
poke_icon_0455_000_mf_n_00000000_f_n^u.png	455	0	mf	n	00000000	f	n	455
poke_icon_0456_000_fd_n_00000000_f_n^u.png	456	0	fd	n	00000000	f	n	456F
poke_icon_0456_000_md_n_00000000_f_n^u.png	456	0	md	n	00000000	f	n	456
poke_icon_0457_000_fd_n_00000000_f_n^u.png	457	0	fd	n	00000000	f	n	457F
poke_icon_0457_000_md_n_00000000_f_n^u.png	457	0	md	n	00000000	f	n	457
poke_icon_0458_000_mf_n_00000000_f_n^u.png	458	0	mf	n	00000000	f	n	458
poke_icon_0459_000_fd_n_00000000_f_n^u.png	459	0	fd	n	00000000	f	n	459F
poke_icon_0459_000_md_n_00000000_f_n^u.png	459	0	md	n	00000000	f	n	459
poke_icon_0460_000_fd_n_00000000_f_n^u.png	460	0	fd	n	00000000	f	n	460F
poke_icon_0460_000_md_n_00000000_f_n^u.png	460	0	md	n	00000000	f	n	460
poke_icon_0460_001_mf_n_00000000_f_n^u.png	460	1	mf	n	00000000	f	n	460M
poke_icon_0461_000_fd_n_00000000_f_n^u.png	461	0	fd	n	00000000	f	n	461F
poke_icon_0461_000_md_n_00000000_f_n^u.png	461	0	md	n	00000000	f	n	461
poke_icon_0462_000_uk_n_00000000_f_n^u.png	462	0	uk	n	00000000	f	n	462
poke_icon_0463_000_mf_n_00000000_f_n^u.png	463	0	mf	n	00000000	f	n	463
poke_icon_0464_000_fd_n_00000000_f_n^u.png	464	0	fd	n	00000000	f	n	464F
poke_icon_0464_000_md_n_00000000_f_n^u.png	464	0	md	n	00000000	f	n	464
poke_icon_0465_000_fd_n_00000000_f_n^u.png	465	0	fd	n	00000000	f	n	465F
poke_icon_0465_000_md_n_00000000_f_n^u.png	465	0	md	n	00000000	f	n	465
poke_icon_0466_000_mf_n_00000000_f_n^u.png	466	0	mf	n	00000000	f	n	466
poke_icon_0467_000_mf_n_00000000_f_n^u.png	467	0	mf	n	00000000	f	n	467
poke_icon_0468_000_mf_n_00000000_f_n^u.png	468	0	mf	n	00000000	f	n	468
poke_icon_0469_000_mf_n_00000000_f_n^u.png	469	0	mf	n	00000000	f	n	469
poke_icon_0470_000_mf_n_00000000_f_n^u.png	470	0	mf	n	00000000	f	n	470
poke_icon_0471_000_mf_n_00000000_f_n^u.png	471	0	mf	n	00000000	f	n	471
poke_icon_0472_000_mf_n_00000000_f_n^u.png	472	0	mf	n	00000000	f	n	472
poke_icon_0473_000_fd_n_00000000_f_n^u.png	473	0	fd	n	00000000	f	n	473F
poke_icon_0473_000_md_n_00000000_f_n^u.png	473	0	md	n	00000000	f	n	473
poke_icon_0474_000_uk_n_00000000_f_n^u.png	474	0	uk	n	00000000	f	n	474
poke_icon_0475_000_mo_n_00000000_f_n^u.png	475	0	mo	n	00000000	f	n	475
poke_icon_0475_001_mo_n_00000000_f_n^u.png	475	1	mo	n	00000000	f	n	475M
poke_icon_0476_000_mf_n_00000000_f_n^u.png	476	0	mf	n	00000000	f	n	476
poke_icon_0477_000_mf_n_00000000_f_n^u.png	477	0	mf	n	00000000	f	n	477
poke_icon_0478_000_fo_n_00000000_f_n^u.png	478	0	fo	n	00000000	f	n	478
poke_icon_0479_000_uk_n_00000000_f_n^u.png	479	0	uk	n	00000000	f	n	479
poke_icon_0479_001_uk_n_00000000_f_n^u.png	479	1	uk	n	00000000	f	n	479H
poke_icon_0479_002_uk_n_00000000_f_n^u.png	479	2	uk	n	00000000	f	n	479W
poke_icon_0479_003_uk_n_00000000_f_n^u.png	479	3	uk	n	00000000	f	n	479F
poke_icon_0479_004_uk_n_00000000_f_n^u.png	479	4	uk	n	00000000	f	n	479Fa
poke_icon_0479_005_uk_n_00000000_f_n^u.png	479	5	uk	n	00000000	f	n	479M
poke_icon_0480_000_uk_n_00000000_f_n^u.png	480	0	uk	n	00000000	f	n	480
poke_icon_0481_000_uk_n_00000000_f_n^u.png	481	0	uk	n	00000000	f	n	481
poke_icon_0482_000_uk_n_00000000_f_n^u.png	482	0	uk	n	00000000	f	n	482
poke_icon_0483_000_uk_n_00000000_f_n^u.png	483	0	uk	n	00000000	f	n	483
poke_icon_0483_001_uk_n_00000000_f_n^u.png	483	1	uk	n	00000000	f	n	483O
poke_icon_0484_000_uk_n_00000000_f_n^u.png	484	0	uk	n	00000000	f	n	484
poke_icon_0484_001_uk_n_00000000_f_n^u.png	484	1	uk	n	00000000	f	n	484O
poke_icon_0485_000_mf_n_00000000_f_n^u.png	485	0	mf	n	00000000	f	n	485
poke_icon_0486_000_uk_n_00000000_f_n^u.png	486	0	uk	n	00000000	f	n	486
poke_icon_0487_000_uk_n_00000000_f_n^u.png	487	0	uk	n	00000000	f	n	487
poke_icon_0487_001_uk_n_00000000_f_n^u.png	487	1	uk	n	00000000	f	n	487O
poke_icon_0488_000_fo_n_00000000_f_n^u.png	488	0	fo	n	00000000	f	n	488
poke_icon_0489_000_uk_n_00000000_f_n^u.png	489	0	uk	n	00000000	f	n	489
poke_icon_0490_000_uk_n_00000000_f_n^u.png	490	0	uk	n	00000000	f	n	490
poke_icon_0491_000_uk_n_00000000_f_n^u.png	491	0	uk	n	00000000	f	n	491
poke_icon_0492_000_uk_n_00000000_f_n^u.png	492	0	uk	n	00000000	f	n	492
poke_icon_0492_001_uk_n_00000000_f_n^u.png	492	1	uk	n	00000000	f	n	492S
poke_icon_0493_000_uk_n_00000000_f_n^u.png	493	0	uk	n	00000000	f	n	493
poke_icon_0493_001_uk_n_00000000_f_n^u.png	493	1	uk	n	00000000	f	n	493Fig
poke_icon_0493_002_uk_n_00000000_f_n^u.png	493	2	uk	n	00000000	f	n	493Fly
poke_icon_0493_003_uk_n_00000000_f_n^u.png	493	3	uk	n	00000000	f	n	493Poi
poke_icon_0493_004_uk_n_00000000_f_n^u.png	493	4	uk	n	00000000	f	n	493Gro
poke_icon_0493_005_uk_n_00000000_f_n^u.png	493	5	uk	n	00000000	f	n	493Roc
poke_icon_0493_006_uk_n_00000000_f_n^u.png	493	6	uk	n	00000000	f	n	493Bug
poke_icon_0493_007_uk_n_00000000_f_n^u.png	493	7	uk	n	00000000	f	n	493Gho
poke_icon_0493_008_uk_n_00000000_f_n^u.png	493	8	uk	n	00000000	f	n	493Ste
poke_icon_0493_009_uk_n_00000000_f_n^u.png	493	9	uk	n	00000000	f	n	493Fir
poke_icon_0493_010_uk_n_00000000_f_n^u.png	493	10	uk	n	00000000	f	n	493Wat
poke_icon_0493_011_uk_n_00000000_f_n^u.png	493	11	uk	n	00000000	f	n	493Gra
poke_icon_0493_012_uk_n_00000000_f_n^u.png	493	12	uk	n	00000000	f	n	493Ele
poke_icon_0493_013_uk_n_00000000_f_n^u.png	493	13	uk	n	00000000	f	n	493Psy
poke_icon_0493_014_uk_n_00000000_f_n^u.png	493	14	uk	n	00000000	f	n	493Ice
poke_icon_0493_015_uk_n_00000000_f_n^u.png	493	15	uk	n	00000000	f	n	493Dra
poke_icon_0493_016_uk_n_00000000_f_n^u.png	493	16	uk	n	00000000	f	n	493Dar
poke_icon_0493_017_uk_n_00000000_f_n^u.png	493	17	uk	n	00000000	f	n	493Fai
poke_icon_0494_000_uk_n_00000000_f_n^u.png	494	0	uk	n	00000000	f	n	494
poke_icon_0495_000_mf_n_00000000_f_n^u.png	495	0	mf	n	00000000	f	n	495
poke_icon_0496_000_mf_n_00000000_f_n^u.png	496	0	mf	n	00000000	f	n	496
poke_icon_0497_000_mf_n_00000000_f_n^u.png	497	0	mf	n	00000000	f	n	497
poke_icon_0498_000_mf_n_00000000_f_n^u.png	498	0	mf	n	00000000	f	n	498
poke_icon_0499_000_mf_n_00000000_f_n^u.png	499	0	mf	n	00000000	f	n	499
poke_icon_0500_000_mf_n_00000000_f_n^u.png	500	0	mf	n	00000000	f	n	500
poke_icon_0501_000_mf_n_00000000_f_n^u.png	501	0	mf	n	00000000	f	n	501
poke_icon_0502_000_mf_n_00000000_f_n^u.png	502	0	mf	n	00000000	f	n	502
poke_icon_0503_000_mf_n_00000000_f_n^u.png	503	0	mf	n	00000000	f	n	503
poke_icon_0503_001_mf_n_00000000_f_n^u.png	503	1	mf	n	00000000	f	n	503H
poke_icon_0504_000_mf_n_00000000_f_n^u.png	504	0	mf	n	00000000	f	n	504
poke_icon_0505_000_mf_n_00000000_f_n^u.png	505	0	mf	n	00000000	f	n	505
poke_icon_0506_000_mf_n_00000000_f_n^u.png	506	0	mf	n	00000000	f	n	506
poke_icon_0507_000_mf_n_00000000_f_n^u.png	507	0	mf	n	00000000	f	n	507
poke_icon_0508_000_mf_n_00000000_f_n^u.png	508	0	mf	n	00000000	f	n	508
poke_icon_0509_000_mf_n_00000000_f_n^u.png	509	0	mf	n	00000000	f	n	509
poke_icon_0510_000_mf_n_00000000_f_n^u.png	510	0	mf	n	00000000	f	n	510
poke_icon_0511_000_mf_n_00000000_f_n^u.png	511	0	mf	n	00000000	f	n	511
poke_icon_0512_000_mf_n_00000000_f_n^u.png	512	0	mf	n	00000000	f	n	512
poke_icon_0513_000_mf_n_00000000_f_n^u.png	513	0	mf	n	00000000	f	n	513
poke_icon_0514_000_mf_n_00000000_f_n^u.png	514	0	mf	n	00000000	f	n	514
poke_icon_0515_000_mf_n_00000000_f_n^u.png	515	0	mf	n	00000000	f	n	515
poke_icon_0516_000_mf_n_00000000_f_n^u.png	516	0	mf	n	00000000	f	n	516
poke_icon_0517_000_mf_n_00000000_f_n^u.png	517	0	mf	n	00000000	f	n	517
poke_icon_0518_000_mf_n_00000000_f_n^u.png	518	0	mf	n	00000000	f	n	518
poke_icon_0519_000_mf_n_00000000_f_n^u.png	519	0	mf	n	00000000	f	n	519
poke_icon_0520_000_mf_n_00000000_f_n^u.png	520	0	mf	n	00000000	f	n	520
poke_icon_0521_000_fd_n_00000000_f_n^u.png	521	0	fd	n	00000000	f	n	521F
poke_icon_0521_000_md_n_00000000_f_n^u.png	521	0	md	n	00000000	f	n	521
poke_icon_0522_000_mf_n_00000000_f_n^u.png	522	0	mf	n	00000000	f	n	522
poke_icon_0523_000_mf_n_00000000_f_n^u.png	523	0	mf	n	00000000	f	n	523
poke_icon_0524_000_mf_n_00000000_f_n^u.png	524	0	mf	n	00000000	f	n	524
poke_icon_0525_000_mf_n_00000000_f_n^u.png	525	0	mf	n	00000000	f	n	525
poke_icon_0526_000_mf_n_00000000_f_n^u.png	526	0	mf	n	00000000	f	n	526
poke_icon_0527_000_mf_n_00000000_f_n^u.png	527	0	mf	n	00000000	f	n	527
poke_icon_0528_000_mf_n_00000000_f_n^u.png	528	0	mf	n	00000000	f	n	528
poke_icon_0529_000_mf_n_00000000_f_n^u.png	529	0	mf	n	00000000	f	n	529
poke_icon_0530_000_mf_n_00000000_f_n^u.png	530	0	mf	n	00000000	f	n	530
poke_icon_0531_000_mf_n_00000000_f_n^u.png	531	0	mf	n	00000000	f	n	531
poke_icon_0531_001_mf_n_00000000_f_n^u.png	531	1	mf	n	00000000	f	n	531M
poke_icon_0532_000_mf_n_00000000_f_n^u.png	532	0	mf	n	00000000	f	n	532
poke_icon_0533_000_mf_n_00000000_f_n^u.png	533	0	mf	n	00000000	f	n	533
poke_icon_0534_000_mf_n_00000000_f_n^u.png	534	0	mf	n	00000000	f	n	534
poke_icon_0535_000_mf_n_00000000_f_n^u.png	535	0	mf	n	00000000	f	n	535
poke_icon_0536_000_mf_n_00000000_f_n^u.png	536	0	mf	n	00000000	f	n	536
poke_icon_0537_000_mf_n_00000000_f_n^u.png	537	0	mf	n	00000000	f	n	537
poke_icon_0538_000_mo_n_00000000_f_n^u.png	538	0	mo	n	00000000	f	n	538
poke_icon_0539_000_mo_n_00000000_f_n^u.png	539	0	mo	n	00000000	f	n	539
poke_icon_0540_000_mf_n_00000000_f_n^u.png	540	0	mf	n	00000000	f	n	540
poke_icon_0541_000_mf_n_00000000_f_n^u.png	541	0	mf	n	00000000	f	n	541
poke_icon_0542_000_mf_n_00000000_f_n^u.png	542	0	mf	n	00000000	f	n	542
poke_icon_0543_000_mf_n_00000000_f_n^u.png	543	0	mf	n	00000000	f	n	543
poke_icon_0544_000_mf_n_00000000_f_n^u.png	544	0	mf	n	00000000	f	n	544
poke_icon_0545_000_mf_n_00000000_f_n^u.png	545	0	mf	n	00000000	f	n	545
poke_icon_0546_000_mf_n_00000000_f_n^u.png	546	0	mf	n	00000000	f	n	546
poke_icon_0547_000_mf_n_00000000_f_n^u.png	547	0	mf	n	00000000	f	n	547
poke_icon_0548_000_fo_n_00000000_f_n^u.png	548	0	fo	n	00000000	f	n	548
poke_icon_0549_000_fo_n_00000000_f_n^u.png	549	0	fo	n	00000000	f	n	549
poke_icon_0549_001_fo_n_00000000_f_n^u.png	549	1	fo	n	00000000	f	n	549H
poke_icon_0550_000_mf_n_00000000_f_n^u.png	550	0	mf	n	00000000	f	n	550
poke_icon_0550_001_mf_n_00000000_f_n^u.png	550	1	mf	n	00000000	f	n	550B
poke_icon_0550_002_mf_n_00000000_f_n^u.png	550	2	mf	n	00000000	f	n	550W
poke_icon_0551_000_mf_n_00000000_f_n^u.png	551	0	mf	n	00000000	f	n	551
poke_icon_0552_000_mf_n_00000000_f_n^u.png	552	0	mf	n	00000000	f	n	552
poke_icon_0553_000_mf_n_00000000_f_n^u.png	553	0	mf	n	00000000	f	n	553
poke_icon_0554_000_mf_n_00000000_f_n^u.png	554	0	mf	n	00000000	f	n	554
poke_icon_0554_001_mf_n_00000000_f_n^u.png	554	1	mf	n	00000000	f	n	554G
poke_icon_0555_000_mf_n_00000000_f_n^u.png	555	0	mf	n	00000000	f	n	555
poke_icon_0555_001_mf_n_00000000_f_n^u.png	555	1	mf	n	00000000	f	n	555Z
poke_icon_0555_002_mf_n_00000000_f_n^u.png	555	2	mf	n	00000000	f	n	555G
poke_icon_0555_003_mf_n_00000000_f_n^u.png	555	3	mf	n	00000000	f	n	555GZ
poke_icon_0556_000_mf_n_00000000_f_n^u.png	556	0	mf	n	00000000	f	n	556
poke_icon_0557_000_mf_n_00000000_f_n^u.png	557	0	mf	n	00000000	f	n	557
poke_icon_0558_000_mf_n_00000000_f_n^u.png	558	0	mf	n	00000000	f	n	558
poke_icon_0559_000_mf_n_00000000_f_n^u.png	559	0	mf	n	00000000	f	n	559
poke_icon_0560_000_mf_n_00000000_f_n^u.png	560	0	mf	n	00000000	f	n	560
poke_icon_0561_000_mf_n_00000000_f_n^u.png	561	0	mf	n	00000000	f	n	561
poke_icon_0562_000_mf_n_00000000_f_n^u.png	562	0	mf	n	00000000	f	n	562
poke_icon_0562_001_mf_n_00000000_f_n^u.png	562	1	mf	n	00000000	f	n	562G
poke_icon_0563_000_mf_n_00000000_f_n^u.png	563	0	mf	n	00000000	f	n	563
poke_icon_0564_000_mf_n_00000000_f_n^u.png	564	0	mf	n	00000000	f	n	564
poke_icon_0565_000_mf_n_00000000_f_n^u.png	565	0	mf	n	00000000	f	n	565
poke_icon_0566_000_mf_n_00000000_f_n^u.png	566	0	mf	n	00000000	f	n	566
poke_icon_0567_000_mf_n_00000000_f_n^u.png	567	0	mf	n	00000000	f	n	567
poke_icon_0568_000_mf_n_00000000_f_n^u.png	568	0	mf	n	00000000	f	n	568
poke_icon_0569_000_mf_g_00000000_f_n^u.png	569	0	mf	g	00000000	f	n	569GM
poke_icon_0569_000_mf_n_00000000_f_n^u.png	569	0	mf	n	00000000	f	n	569
poke_icon_0570_000_mf_n_00000000_f_n^u.png	570	0	mf	n	00000000	f	n	570
poke_icon_0570_001_mf_n_00000000_f_n^u.png	570	1	mf	n	00000000	f	n	570H
poke_icon_0571_000_mf_n_00000000_f_n^u.png	571	0	mf	n	00000000	f	n	571
poke_icon_0571_001_mf_n_00000000_f_n^u.png	571	1	mf	n	00000000	f	n	571H
poke_icon_0572_000_mf_n_00000000_f_n^u.png	572	0	mf	n	00000000	f	n	572
poke_icon_0573_000_mf_n_00000000_f_n^u.png	573	0	mf	n	00000000	f	n	573
poke_icon_0574_000_mf_n_00000000_f_n^u.png	574	0	mf	n	00000000	f	n	574
poke_icon_0575_000_mf_n_00000000_f_n^u.png	575	0	mf	n	00000000	f	n	575
poke_icon_0576_000_mf_n_00000000_f_n^u.png	576	0	mf	n	00000000	f	n	576
poke_icon_0577_000_mf_n_00000000_f_n^u.png	577	0	mf	n	00000000	f	n	577
poke_icon_0578_000_mf_n_00000000_f_n^u.png	578	0	mf	n	00000000	f	n	578
poke_icon_0579_000_mf_n_00000000_f_n^u.png	579	0	mf	n	00000000	f	n	579
poke_icon_0580_000_mf_n_00000000_f_n^u.png	580	0	mf	n	00000000	f	n	580
poke_icon_0581_000_mf_n_00000000_f_n^u.png	581	0	mf	n	00000000	f	n	581
poke_icon_0582_000_mf_n_00000000_f_n^u.png	582	0	mf	n	00000000	f	n	582
poke_icon_0583_000_mf_n_00000000_f_n^u.png	583	0	mf	n	00000000	f	n	583
poke_icon_0584_000_mf_n_00000000_f_n^u.png	584	0	mf	n	00000000	f	n	584
poke_icon_0585_000_mf_n_00000000_f_n^u.png	585	0	mf	n	00000000	f	n	585
poke_icon_0585_001_mf_n_00000000_f_n^u.png	585	1	mf	n	00000000	f	n	585S
poke_icon_0585_002_mf_n_00000000_f_n^u.png	585	2	mf	n	00000000	f	n	585A
poke_icon_0585_003_mf_n_00000000_f_n^u.png	585	3	mf	n	00000000	f	n	585W
poke_icon_0586_000_mf_n_00000000_f_n^u.png	586	0	mf	n	00000000	f	n	586
poke_icon_0586_001_mf_n_00000000_f_n^u.png	586	1	mf	n	00000000	f	n	586S
poke_icon_0586_002_mf_n_00000000_f_n^u.png	586	2	mf	n	00000000	f	n	586A
poke_icon_0586_003_mf_n_00000000_f_n^u.png	586	3	mf	n	00000000	f	n	586W
poke_icon_0587_000_mf_n_00000000_f_n^u.png	587	0	mf	n	00000000	f	n	587
